Year,State_Name,County_Name,Total,Pop,Coke,Soda,Pop,Coke,Soda,pop coke or soda,,
2003,PA,Westmoreland,394,366,1,24,0.92893401,0.002538071,0.060913706,2.92893401,,
2003,PA,Wyoming,16,1,1,14,0.0625,0.0625,0.875,6.875,,
2003,PA,York,168,8,7,150,0.047619048,0.041666667,0.892857143,6.892857143,,
2003,RI,Bristol,19,0,0,19,0,0,1,7,,
2003,RI,Kent,56,0,1,55,0,0.017857143,0.982142857,6.982142857,,
2003,RI,Newport,56,0,0,56,0,0,1,7,,
2003,RI,Providence,188,5,6,171,0.026595745,0.031914894,0.909574468,6.909574468,,
2003,RI,Washington,31,0,0,29,0,0,0.935483871,6.935483871,,
2003,SC,Abbeville,6,0,4,1,0,0.666666667,0.166666667,4.666666667,,
2003,SC,Aiken,32,0,24,6,0,0.75,0.1875,4.75,,
2003,SC,Allendale,2,0,2,0,0,1,0,5,,
2003,SC,Anderson,35,0,29,4,0,0.828571429,0.114285714,4.828571429,,
2003,SC,Bamberg,4,0,3,0,0,0.75,0,4.75,,
2003,SC,Barnwell,3,0,3,0,0,1,0,5,,
2003,SC,Beaufort,18,0,13,5,0,0.722222222,0.277777778,4.722222222,,
2003,SC,Berkeley,34,3,21,8,0.088235294,0.617647059,0.235294118,4.617647059,,
2003,SC,Calhoun,3,0,3,0,0,1,0,5,,
2003,SC,Charleston,87,2,44,31,0.022988506,0.505747126,0.356321839,4.505747126,,
2003,SC,Cherokee,12,0,11,1,0,0.916666667,0.083333333,4.916666667,,
2003,SC,Chester,3,0,1,1,0,0.333333333,0.333333333,0,,
2003,SC,Chesterfield,6,0,3,0,0,0.5,0,4.5,,
2003,SC,Clarendon,0,0,0,0,0,0,0,0,,
2003,SC,Colleton,1,0,0,1,0,0,1,7,,
2003,SC,Darlington,15,0,6,5,0,0.4,0.333333333,4.4,,
2003,SC,Dillon,7,0,6,1,0,0.857142857,0.142857143,4.857142857,,
2003,SC,Dorchester,10,0,6,4,0,0.6,0.4,4.6,,
2003,SC,Edgefield,1,0,1,0,0,1,0,5,,
2003,SC,Fairfield,1,0,1,0,0,1,0,5,,
2003,SC,Florence,36,1,22,8,0.027777778,0.611111111,0.222222222,4.611111111,,
2003,SC,Georgetown,8,0,5,3,0,0.625,0.375,4.625,,
2003,SC,Greenville,145,2,101,26,0.013793103,0.696551724,0.179310345,4.696551724,,
2003,SC,Greenwood,8,1,4,1,0.125,0.5,0.125,4.5,,
2003,SC,Hampton,0,0,0,0,0,0,0,0,,
2003,SC,Horry,45,1,24,11,0.022222222,0.533333333,0.244444444,4.533333333,,
2003,SC,Jasper,1,0,0,0,0,0,0,0,,
2003,SC,Kershaw,9,0,2,5,0,0.222222222,0.555555556,6.555555556,,
2003,SC,Lancaster,9,0,3,5,0,0.333333333,0.555555556,6.555555556,,
2003,SC,Laurens,7,0,3,2,0,0.428571429,0.285714286,4.428571429,,
2003,SC,Lee,1,0,1,0,0,1,0,5,,
2003,SC,Lexington,47,0,31,14,0,0.659574468,0.29787234,4.659574468,,
2003,SC,Marion,2,0,1,0,0,0.5,0,4.5,,
2003,SC,Marlboro,8,0,3,2,0,0.375,0.25,4.375,,
2003,SC,McCormick,0,0,0,0,0,0,0,0,,
2003,SC,Newberry,7,0,5,1,0,0.714285714,0.142857143,4.714285714,,
2003,SC,Oconee,19,0,17,0,0,0.894736842,0,4.894736842,,
2003,SC,Orangeburg,7,0,5,1,0,0.714285714,0.142857143,4.714285714,,
2003,SC,Pickens,27,2,19,2,0.074074074,0.703703704,0.074074074,4.703703704,,
2003,SC,Richland,92,0,63,20,0,0.684782609,0.217391304,4.684782609,,
2003,SC,Saluda,6,0,1,2,0,0.166666667,0.333333333,6.333333333,,
2003,SC,Spartanburg,69,3,42,16,0.043478261,0.608695652,0.231884058,4.608695652,,
2003,SC,Sumter,13,1,4,4,0.076923077,0.307692308,0.307692308,0,,
2003,SC,Union,4,0,3,0,0,0.75,0,4.75,,
2003,SC,Williamsburg,3,0,1,2,0,0.333333333,0.666666667,6.666666667,,
2003,SC,York,37,0,24,9,0,0.648648649,0.243243243,4.648648649,,
2003,SD,Aurora,0,0,0,0,0,0,0,0,,
2003,SD,Beadle,12,10,0,2,0.833333333,0,0.166666667,2.833333333,,
2003,SD,Bennett,1,1,0,0,1,0,0,3,,
2003,SD,Bon Homme,3,3,0,0,1,0,0,3,,
2003,SD,Brookings,30,25,0,4,0.833333333,0,0.133333333,2.833333333,,
2003,SD,Brown,14,11,0,2,0.785714286,0,0.142857143,2.785714286,,
2003,SD,Brule,1,1,0,0,1,0,0,3,,
2003,SD,Buffalo,0,0,0,0,0,0,0,0,,
2003,SD,Butte,1,1,0,0,1,0,0,3,,
2003,SD,Campbell,1,0,0,1,0,0,1,7,,
2003,SD,Charles Mix,1,1,0,0,1,0,0,3,,
2003,SD,Clark,1,1,0,0,1,0,0,3,,
2003,SD,Clay,15,10,0,5,0.666666667,0,0.333333333,2.666666667,,
2003,SD,Codington,15,13,0,2,0.866666667,0,0.133333333,2.866666667,,
2003,SD,Corson,2,2,0,0,1,0,0,3,,
2003,SD,Custer,5,2,0,2,0.4,0,0.4,0,,
2003,SD,Davison,9,8,0,1,0.888888889,0,0.111111111,2.888888889,,
2003,SD,Day,5,5,0,0,1,0,0,3,,
2003,SD,Deuel,1,1,0,0,1,0,0,3,,
2003,SD,Dewey,1,1,0,0,1,0,0,3,,
2003,SD,Douglas,1,1,0,0,1,0,0,3,,
2003,SD,Edmunds,4,3,0,1,0.75,0,0.25,2.75,,
2003,SD,Fall River,3,3,0,0,1,0,0,3,,
2003,SD,Faulk,2,2,0,0,1,0,0,3,,
2003,SD,Grant,5,5,0,0,1,0,0,3,,
2003,SD,Gregory,2,2,0,0,1,0,0,3,,
2003,SD,Haakon,1,1,0,0,1,0,0,3,,
2003,SD,Hamlin,9,8,0,1,0.888888889,0,0.111111111,2.888888889,,
2003,SD,Hand,0,0,0,0,0,0,0,0,,
2003,SD,Hanson,0,0,0,0,0,0,0,0,,
2003,SD,Harding,0,0,0,0,0,0,0,0,,
2003,SD,Hughes,13,11,1,1,0.846153846,0.076923077,0.076923077,2.846153846,,
2003,SD,Hutchinson,3,3,0,0,1,0,0,3,,
2003,SD,Hyde,1,1,0,0,1,0,0,3,,
2003,SD,Jackson,1,0,0,1,0,0,1,7,,
2003,SD,Jerauld,1,1,0,0,1,0,0,3,,
2003,SD,Jones,2,2,0,0,1,0,0,3,,
2003,SD,Kingsbury,4,4,0,0,1,0,0,3,,
2003,SD,Lake,16,12,0,4,0.75,0,0.25,2.75,,
2003,SD,Lawrence,14,13,0,1,0.928571429,0,0.071428571,2.928571429,,
2003,SD,Lincoln,11,9,0,2,0.818181818,0,0.181818182,2.818181818,,
2003,SD,Lyman,0,0,0,0,0,0,0,0,,
2003,SD,Marshall,5,5,0,0,1,0,0,3,,
2003,SD,McCook,5,5,0,0,1,0,0,3,,
2003,SD,McPherson,2,2,0,0,1,0,0,3,,
2003,SD,Meade,10,9,0,1,0.9,0,0.1,2.9,,
2003,SD,Mellette,2,2,0,0,1,0,0,3,,
2003,SD,Miner,4,2,0,2,0.5,0,0.5,0,,
2003,SD,Minnehaha,154,123,1,30,0.798701299,0.006493506,0.194805195,2.798701299,,
2003,SD,Moody,4,3,0,1,0.75,0,0.25,2.75,,
2003,SD,Pennington,59,37,3,15,0.627118644,0.050847458,0.254237288,2.627118644,,
2003,SD,Perkins,4,4,0,0,1,0,0,3,,
2003,SD,Potter,3,3,0,0,1,0,0,3,,
2003,SD,Roberts,4,4,0,0,1,0,0,3,,
2003,SD,Sanborn,3,2,0,1,0.666666667,0,0.333333333,2.666666667,,
2003,SD,Shannon,0,0,0,0,0,0,0,0,,
2003,SD,Spink,2,2,0,0,1,0,0,3,,
2003,SD,Stanley,5,5,0,0,1,0,0,3,,
2003,SD,Sully,1,1,0,0,1,0,0,3,,
2003,SD,Todd,1,1,0,0,1,0,0,3,,
2003,SD,Tripp,12,11,0,1,0.916666667,0,0.083333333,2.916666667,,
2003,SD,Turner,3,2,0,1,0.666666667,0,0.333333333,2.666666667,,
2003,SD,Union,7,6,0,1,0.857142857,0,0.142857143,2.857142857,,
2003,SD,Walworth,4,3,0,1,0.75,0,0.25,2.75,,
2003,SD,Yankton,8,7,0,1,0.875,0,0.125,2.875,,
2003,SD,Ziebach,0,0,0,0,0,0,0,0,,
2003,TN,Anderson,32,2,24,5,0.0625,0.75,0.15625,4.75,,
2003,TN,Bedford,5,0,5,0,0,1,0,5,,
2003,TN,Benton,12,1,9,2,0.083333333,0.75,0.166666667,4.75,,
2003,TN,Bledsoe,2,0,2,0,0,1,0,5,,
2003,TN,Blount,32,0,25,1,0,0.78125,0.03125,4.78125,,
2003,TN,Bradley,22,0,17,3,0,0.772727273,0.136363636,4.772727273,,
2003,TN,Campbell,4,0,3,0,0,0.75,0,4.75,,
2003,TN,Cannon,2,0,2,0,0,1,0,5,,
2003,TN,Carroll,6,0,6,0,0,1,0,5,,
2003,TN,Carter,7,5,2,0,0.714285714,0.285714286,0,2.714285714,,
2003,TN,Cheatham,4,0,2,2,0,0.5,0.5,0,,
2003,TN,Chester,4,0,4,0,0,1,0,5,,
2003,TN,Claiborne,3,1,2,0,0.333333333,0.666666667,0,4.666666667,,
2003,TN,Clay,0,0,0,0,0,0,0,0,,
2003,TN,Cocke,4,0,4,0,0,1,0,5,,
2003,TN,Coffee,20,0,20,0,0,1,0,5,,
2003,TN,Crockett,3,0,3,0,0,1,0,5,,
2003,TN,Cumberland,3,0,3,0,0,1,0,5,,
2003,TN,Davidson,235,7,181,25,0.029787234,0.770212766,0.106382979,4.770212766,,
2003,TN,De Kalb,3,0,3,0,0,1,0,5,,
2003,TN,Decatur,0,0,0,0,0,0,0,0,,
2003,TN,Dickson,7,0,6,1,0,0.857142857,0.142857143,4.857142857,,
2003,TN,Dyer,6,0,5,0,0,0.833333333,0,4.833333333,,
2003,TN,Fayette,0,0,0,0,0,0,0,0,,
2003,TN,Fentress,6,1,5,0,0.166666667,0.833333333,0,4.833333333,,
2003,TN,Franklin,9,0,8,1,0,0.888888889,0.111111111,4.888888889,,
2003,TN,Gibson,5,0,4,1,0,0.8,0.2,4.8,,
2003,TN,Giles,9,0,6,1,0,0.666666667,0.111111111,4.666666667,,
2003,TN,Grainger,0,0,0,0,0,0,0,0,,
2003,TN,Greene,8,0,5,2,0,0.625,0.25,4.625,,
2003,TN,Grundy,0,0,0,0,0,0,0,0,,
2003,TN,Hamblen,9,0,9,0,0,1,0,5,,
2003,TN,Hamilton,142,1,119,11,0.007042254,0.838028169,0.077464789,4.838028169,,
2003,TN,Hancock,1,0,1,0,0,1,0,5,,
2003,TN,Hardeman,3,0,2,0,0,0.666666667,0,4.666666667,,
2003,TN,Hardin,3,0,3,0,0,1,0,5,,
2003,TN,Hawkins,5,0,4,0,0,0.8,0,4.8,,
2003,TN,Haywood,3,0,3,0,0,1,0,5,,
2003,TN,Henderson,7,1,6,0,0.142857143,0.857142857,0,4.857142857,,
2003,TN,Henry,3,0,3,0,0,1,0,5,,
2003,TN,Hickman,5,0,4,1,0,0.8,0.2,4.8,,
2003,TN,Houston,2,0,2,0,0,1,0,5,,
2003,TN,Humphreys,5,0,5,0,0,1,0,5,,
2003,TN,Jackson,4,2,1,0,0.5,0.25,0,2.5,,
2003,TN,Jefferson,10,1,7,0,0.1,0.7,0,4.7,,
2003,TN,Johnson,2,2,0,0,1,0,0,3,,
2003,TN,Knox,203,5,168,13,0.024630542,0.827586207,0.064039409,4.827586207,,
2003,TN,Lake,0,0,0,0,0,0,0,0,,
2003,TN,Lauderdale,8,0,6,0,0,0.75,0,4.75,,
2003,TN,Lawrence,5,0,5,0,0,1,0,5,,
2003,TN,Lewis,1,0,1,0,0,1,0,5,,
2003,TN,Lincoln,14,0,14,0,0,1,0,5,,
2003,TN,Loudon,13,0,10,1,0,0.769230769,0.076923077,4.769230769,,
2003,TN,Macon,2,1,1,0,0.5,0.5,0,0,,
2003,TN,Madison,25,1,19,5,0.04,0.76,0.2,4.76,,
2003,TN,Marion,5,0,5,0,0,1,0,5,,
2003,TN,Marshall,11,0,10,0,0,0.909090909,0,4.909090909,,
2003,TN,Maury,17,2,13,1,0.117647059,0.764705882,0.058823529,4.764705882,,
2003,TN,McMinn,10,0,10,0,0,1,0,5,,
2003,TN,McNairy,7,2,5,0,0.285714286,0.714285714,0,4.714285714,,
2003,TN,Meigs,0,0,0,0,0,0,0,0,,
2003,TN,Monroe,1,0,1,0,0,1,0,5,,
2003,TN,Montgomery,32,3,26,3,0.09375,0.8125,0.09375,4.8125,,
2003,TN,Moore,1,0,1,0,0,1,0,5,,
2003,TN,Morgan,1,0,1,0,0,1,0,5,,
2003,TN,Obion,12,0,10,1,0,0.833333333,0.083333333,4.833333333,,
2003,TN,Overton,2,0,2,0,0,1,0,5,,
2003,TN,Perry,0,0,0,0,0,0,0,0,,
2003,TN,Pickett,1,1,0,0,1,0,0,3,,
2003,TN,Polk,2,0,2,0,0,1,0,5,,
2003,TN,Putnam,16,0,13,2,0,0.8125,0.125,4.8125,,
2003,TN,Rhea,14,1,12,0,0.071428571,0.857142857,0,4.857142857,,
2003,TN,Roane,20,0,20,0,0,1,0,5,,
2003,TN,Robertson,15,2,11,0,0.133333333,0.733333333,0,4.733333333,,
2003,TN,Rutherford,64,0,56,4,0,0.875,0.0625,4.875,,
2003,TN,Scott,4,4,0,0,1,0,0,3,,
2003,TN,Sequatchie,1,0,1,0,0,1,0,5,,
2003,TN,Sevier,16,0,14,1,0,0.875,0.0625,4.875,,
2003,TN,Shelby,380,10,323,19,0.026315789,0.85,0.05,4.85,,
2003,TN,Smith,4,0,4,0,0,1,0,5,,
2003,TN,Stewart,3,0,3,0,0,1,0,5,,
2003,TN,Sullivan,57,3,44,5,0.052631579,0.771929825,0.087719298,4.771929825,,
2003,TN,Sumner,36,2,32,0,0.055555556,0.888888889,0,4.888888889,,
2003,TN,Tipton,23,1,19,2,0.043478261,0.826086957,0.086956522,4.826086957,,
2003,TN,Trousdale,0,0,0,0,0,0,0,0,,
2003,TN,Unicoi,4,0,2,2,0,0.5,0.5,0,,
2003,TN,Union,2,0,2,0,0,1,0,5,,
2003,TN,Van Buren,2,0,1,0,0,0.5,0,4.5,,
2003,TN,Warren,3,0,3,0,0,1,0,5,,
2003,TN,Washington,29,2,18,6,0.068965517,0.620689655,0.206896552,4.620689655,,
2003,TN,Wayne,1,0,1,0,0,1,0,5,,
2003,TN,Weakley,7,0,6,1,0,0.857142857,0.142857143,4.857142857,,
2003,TN,White,1,0,1,0,0,1,0,5,,
2003,TN,Williamson,72,2,59,11,0.027777778,0.819444444,0.152777778,4.819444444,,
2003,TN,Wilson,15,0,12,2,0,0.8,0.133333333,4.8,,
2003,TX,Anderson,6,0,5,0,0,0.833333333,0,4.833333333,,
2003,TX,Andrews,2,0,2,0,0,1,0,5,,
2003,TX,Angelina,19,0,16,3,0,0.842105263,0.157894737,4.842105263,,
2003,TX,Aransas,2,0,2,0,0,1,0,5,,
2003,TX,Archer,18,0,17,1,0,0.944444444,0.055555556,4.944444444,,
2003,TX,Armstrong,0,0,0,0,0,0,0,0,,
2003,TX,Atascosa,12,0,6,5,0,0.5,0.416666667,4.5,,
2003,TX,Austin,9,0,9,0,0,1,0,5,,
2003,TX,Bailey,1,0,1,0,0,1,0,5,,
2003,TX,Bandera,2,0,1,1,0,0.5,0.5,0,,
2003,TX,Bastrop,8,0,7,1,0,0.875,0.125,4.875,,
2003,TX,Baylor,6,0,5,0,0,0.833333333,0,4.833333333,,
2003,TX,Bee,9,0,5,4,0,0.555555556,0.444444444,4.555555556,,
2003,TX,Bell,64,1,38,17,0.015625,0.59375,0.265625,4.59375,,
2003,TX,Bexar,401,9,230,144,0.02244389,0.573566085,0.359102244,4.573566085,,
2003,TX,Blanco,1,0,0,0,0,0,0,0,,
2003,TX,Borden,0,0,0,0,0,0,0,0,,
2003,TX,Bosque,5,0,5,0,0,1,0,5,,
2003,TX,Bowie,29,0,25,2,0,0.862068966,0.068965517,4.862068966,,
2003,TX,Brazoria,97,2,90,3,0.020618557,0.927835052,0.030927835,4.927835052,,
2003,TX,Brazos,84,0,67,16,0,0.797619048,0.19047619,4.797619048,,
2003,TX,Brewster,6,0,4,2,0,0.666666667,0.333333333,4.666666667,,
2003,TX,Briscoe,3,0,3,0,0,1,0,5,,
2003,TX,Brooks,1,0,1,0,0,1,0,5,,
2003,TX,Brown,12,0,12,0,0,1,0,5,,
2003,TX,Burleson,4,0,4,0,0,1,0,5,,
2003,TX,Burnet,2,0,1,1,0,0.5,0.5,0,,
2003,TX,Caldwell,3,0,2,1,0,0.666666667,0.333333333,4.666666667,,
2003,TX,Calhoun,3,1,1,1,0.333333333,0.333333333,0.333333333,0,,
2003,TX,Callahan,2,0,2,0,0,1,0,5,,
2003,TX,Cameron,48,0,40,6,0,0.833333333,0.125,4.833333333,,
2003,TX,Camp,2,0,2,0,0,1,0,5,,
2003,TX,Carson,8,1,7,0,0.125,0.875,0,4.875,,
2003,TX,Cass,12,0,10,2,0,0.833333333,0.166666667,4.833333333,,
2003,TX,Castro,2,0,2,0,0,1,0,5,,
2003,TX,Chambers,26,0,26,0,0,1,0,5,,
2003,TX,Cherokee,13,0,11,0,0,0.846153846,0,4.846153846,,
2003,TX,Childress,1,0,1,0,0,1,0,5,,
2003,TX,Clay,2,0,2,0,0,1,0,5,,
2003,TX,Cochran,1,0,1,0,0,1,0,5,,
2003,TX,Coke,1,0,1,0,0,1,0,5,,
2003,TX,Coleman,1,0,0,0,0,0,0,0,,
2003,TX,Collin,260,17,201,34,0.065384615,0.773076923,0.130769231,4.773076923,,
2003,TX,Collingsworth,1,0,1,0,0,1,0,5,,
2003,TX,Colorado,7,0,3,3,0,0.428571429,0.428571429,0,,
2003,TX,Comal,5,0,3,2,0,0.6,0.4,4.6,,
2003,TX,Comanche,3,0,2,0,0,0.666666667,0,4.666666667,,
2003,TX,Concho,2,0,2,0,0,1,0,5,,
2003,TX,Cooke,9,0,8,1,0,0.888888889,0.111111111,4.888888889,,
2003,TX,Coryell,4,1,2,1,0.25,0.5,0.25,4.5,,
2003,TX,Cottle,0,0,0,0,0,0,0,0,,
2003,TX,Crane,3,0,3,0,0,1,0,5,,
2003,TX,Crockett,1,0,1,0,0,1,0,5,,
2003,TX,Crosby,2,0,2,0,0,1,0,5,,
2003,TX,Culberson,0,0,0,0,0,0,0,0,,
2003,TX,Dallam,10,1,9,0,0.1,0.9,0,4.9,,
2003,TX,Dallas,931,17,750,106,0.018259936,0.805585392,0.113856069,4.805585392,,
2003,TX,Dawson,1,0,1,0,0,1,0,5,,
2003,TX,De Witt,0,0,0,0,0,0,0,0,,
2003,TX,Deaf Smith,8,0,7,1,0,0.875,0.125,4.875,,
2003,TX,Delta,1,0,1,0,0,1,0,5,,
2003,TX,Denton,162,3,131,21,0.018518519,0.808641975,0.12962963,4.808641975,,
2003,TX,Dickens,1,0,1,0,0,1,0,5,,
2003,TX,Dimmit,4,0,3,1,0,0.75,0.25,4.75,,
2003,TX,Donley,1,0,1,0,0,1,0,5,,
2003,TX,Duval,1,0,1,0,0,1,0,5,,
2003,TX,Eastland,2,0,2,0,0,1,0,5,,
2003,TX,Ector,50,0,44,4,0,0.88,0.08,4.88,,
2003,TX,Edwards,0,0,0,0,0,0,0,0,,
2003,TX,El Paso,125,2,90,32,0.016,0.72,0.256,4.72,,
2003,TX,Ellis,40,1,36,1,0.025,0.9,0.025,4.9,,
2003,TX,Erath,10,0,8,2,0,0.8,0.2,4.8,,
2003,TX,Falls,1,0,1,0,0,1,0,5,,
2003,TX,Fannin,8,0,7,0,0,0.875,0,4.875,,
2003,TX,Fayette,7,0,3,4,0,0.428571429,0.571428571,6.571428571,,
2003,TX,Fisher,0,0,0,0,0,0,0,0,,
2003,TX,Floyd,14,0,14,0,0,1,0,5,,
2003,TX,Foard,0,0,0,0,0,0,0,0,,
2003,TX,Fort Bend,164,2,126,29,0.012195122,0.768292683,0.176829268,4.768292683,,
2003,TX,Franklin,1,0,0,1,0,0,1,7,,
2003,TX,Freestone,5,0,4,1,0,0.8,0.2,4.8,,
2003,TX,Frio,0,0,0,0,0,0,0,0,,
2003,TX,Gaines,2,0,2,0,0,1,0,5,,
2003,TX,Galveston,86,0,75,7,0,0.872093023,0.081395349,4.872093023,,
2003,TX,Garza,0,0,0,0,0,0,0,0,,
2003,TX,Gillespie,6,0,6,0,0,1,0,5,,
2003,TX,Glasscock,1,0,0,0,0,0,0,0,,
2003,TX,Goliad,2,0,2,0,0,1,0,5,,
2003,TX,Gonzales,6,0,5,1,0,0.833333333,0.166666667,4.833333333,,
2003,TX,Gray,8,1,5,2,0.125,0.625,0.25,4.625,,
2003,TX,Grayson,51,1,44,3,0.019607843,0.862745098,0.058823529,4.862745098,,
2003,TX,Gregg,43,2,39,1,0.046511628,0.906976744,0.023255814,4.906976744,,
2003,TX,Grimes,3,0,2,0,0,0.666666667,0,4.666666667,,
2003,TX,Guadalupe,25,0,11,11,0,0.44,0.44,0,,
2003,TX,Hale,10,0,9,0,0,0.9,0,4.9,,
2003,TX,Hall,1,0,1,0,0,1,0,5,,
2003,TX,Hamilton,4,0,4,0,0,1,0,5,,
2003,TX,Hansford,5,0,5,0,0,1,0,5,,
2003,TX,Hardeman,1,0,1,0,0,1,0,5,,
2003,TX,Hardin,3,0,3,0,0,1,0,5,,
2003,TX,Harris,1423,11,1178,167,0.007730148,0.827828531,0.117357695,4.827828531,,
2003,TX,Harrison,29,2,23,1,0.068965517,0.793103448,0.034482759,4.793103448,,
2003,TX,Hartley,3,0,3,0,0,1,0,5,,
2003,TX,Haskell,3,0,3,0,0,1,0,5,,
2003,TX,Hays,37,0,30,5,0,0.810810811,0.135135135,4.810810811,,
2003,TX,Hemphill,1,0,1,0,0,1,0,5,,
2003,TX,Henderson,12,0,11,0,0,0.916666667,0,4.916666667,,
2003,TX,Hidalgo,75,1,64,9,0.013333333,0.853333333,0.12,4.853333333,,
2003,TX,Hill,7,0,5,1,0,0.714285714,0.142857143,4.714285714,,
2003,TX,Hockley,5,0,5,0,0,1,0,5,,
2003,TX,Hood,9,0,6,2,0,0.666666667,0.222222222,4.666666667,,
2003,TX,Hopkins,7,0,7,0,0,1,0,5,,
2003,TX,Houston,5,0,3,1,0,0.6,0.2,4.6,,
2003,TX,Howard,12,0,11,0,0,0.916666667,0,4.916666667,,
2003,TX,Hudspeth,0,0,0,0,0,0,0,0,,
2003,TX,Hunt,33,2,26,2,0.060606061,0.787878788,0.060606061,4.787878788,,
2003,TX,Hutchinson,14,0,14,0,0,1,0,5,,
2003,TX,Irion,0,0,0,0,0,0,0,0,,
2003,TX,Jack,7,0,7,0,0,1,0,5,,
2003,TX,Jackson,2,0,2,0,0,1,0,5,,
2003,TX,Jasper,5,0,3,1,0,0.6,0.2,4.6,,
2003,TX,Jeff Davis,0,0,0,0,0,0,0,0,,
2003,TX,Jefferson,108,3,83,13,0.027777778,0.768518519,0.12037037,4.768518519,,
2003,TX,Jim Hogg,2,0,2,0,0,1,0,5,,
2003,TX,Jim Wells,6,0,5,1,0,0.833333333,0.166666667,4.833333333,,
2003,TX,Johnson,43,1,34,6,0.023255814,0.790697674,0.139534884,4.790697674,,
2003,TX,Jones,5,0,5,0,0,1,0,5,,
2003,TX,Karnes,5,0,3,1,0,0.6,0.2,4.6,,
2003,TX,Kaufman,15,0,14,1,0,0.933333333,0.066666667,4.933333333,,
2003,TX,Kendall,10,0,10,0,0,1,0,5,,
2003,TX,Kenedy,1,0,1,0,0,1,0,5,,
2003,TX,Kent,6,0,5,0,0,0.833333333,0,4.833333333,,
2003,TX,Kerr,7,0,7,0,0,1,0,5,,
2003,TX,Kimble,1,0,1,0,0,1,0,5,,
2003,TX,King,0,0,0,0,0,0,0,0,,
2003,TX,Kinney,1,0,0,1,0,0,1,7,,
2003,TX,Kleberg,8,0,8,0,0,1,0,5,,
2003,TX,Knox,2,0,2,0,0,1,0,5,,
2003,TX,La Salle,2,0,2,0,0,1,0,5,,
2003,TX,Lamar,13,0,10,1,0,0.769230769,0.076923077,4.769230769,,
2003,TX,Lamb,4,0,4,0,0,1,0,5,,
2003,TX,Lampasas,6,0,3,3,0,0.5,0.5,0,,
2003,TX,Lavaca,5,0,0,2,0,0,0.4,6.4,,
2003,TX,Lee,1,0,1,0,0,1,0,5,,
2003,TX,Leon,3,0,3,0,0,1,0,5,,
2003,TX,Liberty,14,0,11,2,0,0.785714286,0.142857143,4.785714286,,
2003,TX,Limestone,3,0,2,1,0,0.666666667,0.333333333,4.666666667,,
2003,TX,Lipscomb,1,0,1,0,0,1,0,5,,
2003,TX,Live Oak,1,0,1,0,0,1,0,5,,
2003,TX,Llano,2,0,2,0,0,1,0,5,,
2003,TX,Loving,2,0,1,1,0,0.5,0.5,0,,
2003,TX,Lubbock,97,2,83,8,0.020618557,0.855670103,0.082474227,4.855670103,,
2003,TX,Lynn,2,0,2,0,0,1,0,5,,
2003,TX,Madison,0,0,0,0,0,0,0,0,,
2003,TX,Marion,4,0,3,1,0,0.75,0.25,4.75,,
2003,TX,Martin,0,0,0,0,0,0,0,0,,
2003,TX,Mason,0,0,0,0,0,0,0,0,,
2003,TX,Matagorda,8,0,7,0,0,0.875,0,4.875,,
2003,TX,Maverick,4,0,2,1,0,0.5,0.25,4.5,,
2003,TX,McCulloch,3,0,2,1,0,0.666666667,0.333333333,4.666666667,,
2003,TX,McLennan,71,1,50,10,0.014084507,0.704225352,0.14084507,4.704225352,,
2003,TX,McMullen,0,0,0,0,0,0,0,0,,
2003,TX,Medina,14,1,8,4,0.071428571,0.571428571,0.285714286,4.571428571,,
2003,TX,Menard,1,0,1,0,0,1,0,5,,
2003,TX,Midland,55,2,48,4,0.036363636,0.872727273,0.072727273,4.872727273,,
2003,TX,Milam,7,0,4,3,0,0.571428571,0.428571429,4.571428571,,
2003,TX,Mills,0,0,0,0,0,0,0,0,,
2003,TX,Mitchell,1,0,1,0,0,1,0,5,,
2003,TX,Montague,9,0,9,0,0,1,0,5,,
2003,TX,Montgomery,94,2,84,5,0.021276596,0.893617021,0.053191489,4.893617021,,
2003,TX,Moore,6,0,6,0,0,1,0,5,,
2003,TX,Morris,6,0,6,0,0,1,0,5,,
2003,TX,Motley,0,0,0,0,0,0,0,0,,
2003,TX,Nacogdoches,12,1,10,1,0.083333333,0.833333333,0.083333333,4.833333333,,
2003,TX,Navarro,14,0,12,2,0,0.857142857,0.142857143,4.857142857,,
2003,TX,Newton,0,0,0,0,0,0,0,0,,
2003,TX,Nolan,10,0,10,0,0,1,0,5,,
2003,TX,Nueces,97,1,77,16,0.010309278,0.793814433,0.164948454,4.793814433,,
2003,TX,Ochiltree,3,0,3,0,0,1,0,5,,
2003,TX,Oldham,1,0,1,0,0,1,0,5,,
2003,TX,Orange,26,0,23,1,0,0.884615385,0.038461538,4.884615385,,
2003,TX,Palo Pinto,11,0,9,2,0,0.818181818,0.181818182,4.818181818,,
2003,TX,Panola,2,0,2,0,0,1,0,5,,
2003,TX,Parker,28,0,22,6,0,0.785714286,0.214285714,4.785714286,,
2003,TX,Parmer,2,0,2,0,0,1,0,5,,
2003,TX,Pecos,3,0,3,0,0,1,0,5,,
2003,TX,Polk,4,0,4,0,0,1,0,5,,
2003,TX,Potter,26,0,22,3,0,0.846153846,0.115384615,4.846153846,,
2003,TX,Presidio,0,0,0,0,0,0,0,0,,
2003,TX,Rains,1,0,0,1,0,0,1,7,,
2003,TX,Randall,46,0,43,2,0,0.934782609,0.043478261,4.934782609,,
2003,TX,Reagan,2,0,2,0,0,1,0,5,,
2003,TX,Real,0,0,0,0,0,0,0,0,,
